0.021,-0.051,-1.002
0.019,-0.050,-1.003
0.018,-0.052,-1.003
0.018,-0.049,-1.004
0.020,-0.049,-1.005
0.016,-0.051,-1.004
0.016,-0.051,-1.002
0.016,-0.050,-1.005
0.015,-0.049,-1.004
0.018,-0.048,-1.004
0.017,-0.050,-1.005
0.020,-0.047,-1.002
0.020,-0.049,-1.003
0.017,-0.049,-1.002
0.020,-0.047,-1.004
0.017,-0.050,-1.003
0.017,-0.050,-1.000
0.017,-0.049,-1.005
0.017,-0.049,-1.005
0.016,-0.047,-1.002
0.018,-0.049,-1.003
0.018,-0.048,-1.002
0.017,-0.048,-1.007
0.019,-0.049,-1.006
0.018,-0.047,-1.006
0.018,-0.049,-1.004
0.017,-0.049,-1.004
0.018,-0.050,-1.004
0.019,-0.051,-1.004
0.019,-0.051,-1.004
0.016,-0.049,-1.003
0.015,-0.050,-1.005
0.019,-0.052,-1.002
0.020,-0.052,-1.003
0.017,-0.052,-1.003
0.016,-0.051,-1.002
0.019,-0.050,-1.001
0.020,-0.051,-1.003
0.018,-0.047,-1.002
0.017,-0.050,-1.002
0.017,-0.052,-1.003
0.016,-0.049,-1.004
0.017,-0.050,-1.002
0.016,-0.053,-1.002
0.016,-0.051,-1.003
0.018,-0.049,-1.004
0.018,-0.051,-1.000
0.017,-0.051,-1.006
0.017,-0.050,-1.003
0.020,-0.051,-1.002
0.018,-0.049,-1.001
0.018,-0.048,-1.003
0.018,-0.048,-1.007
0.017,-0.047,-1.004
0.017,-0.046,-1.001
0.018,-0.049,-1.001
0.018,-0.050,-1.005
0.018,-0.048,-1.004
0.020,-0.050,-1.003
0.016,-0.050,-1.005
0.016,-0.051,-1.004
0.017,-0.051,-1.008
0.017,-0.053,-1.005
0.016,-0.051,-1.003
0.015,-0.049,-1.005
0.016,-0.050,-1.003
0.018,-0.052,-1.004
0.018,-0.052,-1.001
0.016,-0.051,-1.004
0.015,-0.049,-1.004
0.017,-0.049,-1.003
0.018,-0.050,-1.002
0.017,-0.050,-1.002
0.017,-0.051,-1.003
0.018,-0.050,-1.003
0.020,-0.049,-1.005
0.018,-0.048,-1.004
0.018,-0.050,-1.004
0.017,-0.051,-1.005
0.019,-0.050,-1.001
0.016,-0.050,-1.001
0.015,-0.049,-1.003
0.017,-0.050,-1.003
0.014,-0.048,-1.003
0.016,-0.048,-1.003
0.018,-0.048,-1.007
0.019,-0.049,-1.006
0.019,-0.051,-1.003
0.016,-0.051,-1.005
0.020,-0.051,-1.006
0.019,-0.051,-1.006
0.017,-0.050,-1.003
0.018,-0.050,-1.003
0.018,-0.049,-1.004
0.018,-0.051,-1.003
0.016,-0.050,-1.002
0.017,-0.049,-1.004
0.018,-0.051,-1.005
0.019,-0.052,-1.007
0.017,-0.051,-1.003
0.018,-0.050,-1.002
0.017,-0.048,-1.004
0.018,-0.052,-1.005
0.018,-0.051,-1.002
0.018,-0.049,-1.001
0.019,-0.050,-1.001
0.017,-0.050,-1.003
0.016,-0.050,-1.006
0.016,-0.049,-1.004
0.016,-0.051,-1.001
0.017,-0.051,-1.003
0.016,-0.051,-1.001
0.017,-0.049,-1.005
0.017,-0.048,-1.005
0.015,-0.049,-1.006
0.016,-0.050,-1.003
0.016,-0.049,-1.004
0.016,-0.049,-1.002
0.018,-0.050,-1.003
0.016,-0.050,-1.003
0.017,-0.049,-1.004
0.016,-0.050,-1.007
0.020,-0.051,-1.005
0.016,-0.048,-1.004
0.016,-0.052,-1.004
0.017,-0.050,-1.002
0.017,-0.050,-1.004
0.018,-0.051,-1.004
0.018,-0.050,-1.004
0.016,-0.051,-1.004
0.017,-0.050,-1.006
0.016,-0.052,-1.003
0.017,-0.051,-1.004
0.016,-0.051,-1.006
0.018,-0.050,-1.002
0.020,-0.049,-1.006
0.018,-0.050,-1.003
0.015,-0.052,-1.003
0.019,-0.052,-1.004
0.020,-0.051,-1.002
0.018,-0.050,-1.004
0.016,-0.052,-1.002
0.016,-0.052,-1.003
0.015,-0.049,-1.005
0.015,-0.050,-1.003
0.016,-0.052,-1.003
0.017,-0.047,-1.003
0.019,-0.050,-1.005
0.019,-0.049,-1.000
0.018,-0.050,-1.004
0.017,-0.050,-1.002
0.016,-0.048,-1.001
0.017,-0.049,-1.003
0.019,-0.050,-1.003
0.017,-0.049,-1.001
0.017,-0.050,-1.003
0.018,-0.049,-1.005
0.016,-0.049,-1.004
0.017,-0.050,-1.004
0.020,-0.050,-1.005
0.019,-0.049,-1.003
0.016,-0.049,-1.004
0.017,-0.050,-1.004
0.018,-0.049,-1.005
0.016,-0.050,-1.009
0.016,-0.050,-1.003
0.017,-0.053,-1.003
0.017,-0.051,-1.001
0.018,-0.050,-1.006
0.018,-0.049,-1.003
0.018,-0.050,-1.003
0.019,-0.050,-1.004
0.018,-0.052,-1.004
0.016,-0.050,-1.004
0.019,-0.049,-1.005
0.018,-0.051,-1.006
0.017,-0.051,-1.005
0.019,-0.052,-1.004
0.020,-0.050,-1.004
0.017,-0.053,-1.004
0.018,-0.051,-1.004
0.015,-0.049,-1.005
0.014,-0.049,-1.003
0.014,-0.051,-1.002
0.016,-0.050,-1.002
0.016,-0.050,-1.003
